Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-20 00:00:00-04:00,10.240496356265767,10.496652011737252,10.1233820711901,10.476219177246094,284852000,0.0,0.0
2020-07-21 00:00:00-04:00,10.47846070344216,10.525307174326196,10.252954316936837,10.294567108154297,277036000,0.0,0.0
2020-07-22 00:00:00-04:00,10.3334411993896,10.567668839869027,10.257690660156653,10.404457092285156,367292000,0.0,0.0
2020-07-23 00:00:00-04:00,10.415666302043372,10.512347729907713,9.99829229659287,10.096468925476074,411660000,0.0,0.0
2020-07-24 00:00:00-04:00,9.842557567989697,10.33069849637551,9.744879954170079,10.16100788116455,473292000,0.0,0.0
2020-07-27 00:00:00-04:00,10.19863596964487,10.407447096722754,10.184182988039145,10.387264251708984,292132000,0.0,0.0
2020-07-28 00:00:00-04:00,10.34016715105138,10.347891248375424,10.175709275279845,10.181938171386719,271636000,0.0,0.0
2020-07-29 00:00:00-04:00,10.356610797147052,10.48169818921239,10.31300472924987,10.43111515045166,284508000,0.0,0.0
2020-07-30 00:00:00-04:00,10.340915039427342,10.588100430153268,10.26142698106072,10.579130172729492,308880000,0.0,0.0
2020-07-31 00:00:00-04:00,10.528543876992073,10.731126978246369,10.398721838085107,10.579874992370605,386080000,0.0,0.0
2020-08-03 00:00:00-04:00,10.697239724104751,11.062286491322997,10.680046336092941,10.974077224731445,412720000,0.0,0.0
2020-08-04 00:00:00-04:00,11.013696054315828,11.190861701965332,10.870169104755583,11.190861701965332,310336000,0.0,0.0
2020-08-05 00:00:00-04:00,11.20706106632307,11.334390820336285,11.129566289305151,11.249670028686523,249924000,0.0,0.0
2020-08-06 00:00:00-04:00,11.312460812738207,11.320683943715114,11.142023091903003,11.298257827758789,244316000,0.0,0.0
2020-08-07 00:00:00-04:00,11.275336979256743,11.466955664167587,11.0012407699223,11.162708282470703,342516000,0.0,0.0
2020-08-10 00:00:00-04:00,11.297015160395153,11.370771462391044,10.820833889481717,11.128320693969727,427796000,0.0,0.0
2020-08-11 00:00:00-04:00,11.037368974633992,11.10016267764318,10.760282409156774,10.81435489654541,354512000,0.0,0.0
2020-08-12 00:00:00-04:00,10.954640904469755,11.42932591133268,10.922247414992956,11.402664184570312,464412000,0.0,0.0
2020-08-13 00:00:00-04:00,11.508068261423123,11.683241612243059,11.318443831571914,11.405406951904297,374460000,0.0,0.0
2020-08-14 00:00:00-04:00,11.49212181339611,11.666298058283543,11.402916360114054,11.526010513305664,366436000,0.0,0.0
2020-08-17 00:00:00-04:00,11.812315303877861,12.368980777282568,11.778427557703056,12.296469688415527,621300000,0.0,0.0
2020-08-18 00:00:00-04:00,12.409098691003054,12.454948049475947,12.046544187854458,12.220470428466797,503448000,0.0,0.0
2020-08-19 00:00:00-04:00,12.256102280404066,12.274540878447802,12.05825378506346,12.098621368408203,622624000,0.0,0.0
2020-08-20 00:00:00-04:00,11.935658319282323,12.334343799243422,11.839724001874044,12.101112365722656,921388000,0.0,0.0
2020-08-21 00:00:00-04:00,12.161662679119805,12.766668816304959,12.155183790611567,12.641830444335938,999868000,0.0,0.0
2020-08-24 00:00:00-04:00,12.841421839181855,12.870077802503456,12.466407700415783,12.678459167480469,490564000,0.0,0.0
2020-08-25 00:00:00-04:00,12.589255134157558,12.719326255563132,12.532442230999175,12.708113670349121,289076000,0.0,0.0
2020-08-26 00:00:00-04:00,12.75720174339015,12.826224350774922,12.636100878184612,12.731038093566895,321244000,0.0,0.0
2020-08-27 00:00:00-04:00,12.73950773100591,12.807783199314935,12.525213936420794,12.586761474609375,317604000,0.0,0.0
2020-08-28 00:00:00-04:00,12.633361319524445,13.104807032870374,12.600967819707689,13.104557991027832,537160000,0.0,0.0
2020-08-31 00:00:00-04:00,13.139439180720887,13.530400544551487,12.994916057578646,13.330559730529785,500840000,0.0,0.0
2020-09-01 00:00:00-04:00,13.439733580185306,13.951949039136652,13.396363571814975,13.779715538024902,511316000,0.004,0.0
2020-09-02 00:00:00-04:00,14.659827233952877,14.682759244340765,13.858478124124495,14.303645133972168,874012000,0.0,0.0
2020-09-03 00:00:00-04:00,13.787442981198565,13.843026348648772,12.840280835120653,12.976622581481934,945128000,0.0,0.0
2020-09-04 00:00:00-04:00,12.745561516123432,13.135643368955469,11.669785221911399,12.584794044494629,1463684000,0.0,0.0
2020-09-08 00:00:00-04:00,11.699448666363057,12.51251300468833,11.66928942707176,11.877415657043457,795728000,0.0,0.0
2020-09-09 00:00:00-04:00,12.362959524696853,12.770987310832087,12.195212021345103,12.677019119262695,736200000,0.0,0.0
2020-09-10 00:00:00-04:00,12.95044886850312,13.026222055303444,12.130654717600342,12.274972915649414,698684000,0.0,0.0
2020-09-11 00:00:00-04:00,12.448206526725512,12.614707520256824,11.860217802950007,12.128165245056152,636928000,0.0,0.0
2020-09-14 00:00:00-04:00,13.041926535075225,13.275226816511958,12.593520020624492,12.833799362182617,1201744000,0.0,0.0
2020-09-15 00:00:00-04:00,13.240331463550191,13.25902564618018,12.789432836907169,12.952195167541504,727556000,0.0,0.0
2020-09-16 00:00:00-04:00,12.918543987432042,13.053639178724612,12.47636923592044,12.477116584777832,556384000,0.0,0.0
2020-09-17 00:00:00-04:00,12.096008838443781,12.552142668299084,11.998800238855086,12.42626953125,792512000,0.0,0.0
2020-09-18 00:00:00-04:00,12.556130406850448,12.59476434999197,11.952938097299745,12.152838706970215,698460000,0.0,0.0
2020-09-21 00:00:00-04:00,11.889378611804318,12.48509364683612,11.868939665502111,12.479859352111816,721044000,0.0,0.0
2020-09-22 00:00:00-04:00,12.537436056409943,12.610217946833934,12.119189778171576,12.599998474121094,646452000,0.0,0.0
2020-09-23 00:00:00-04:00,12.537934295980353,12.688982438524803,12.043167481088513,12.087533950805664,647012000,0.0,0.0
2020-09-24 00:00:00-04:00,12.036190672212104,12.53195499577259,11.978114238423574,12.311116218566895,731240000,0.0,0.0
2020-09-25 00:00:00-04:00,12.410317541642243,12.845015010133675,12.20917039914584,12.835293769836426,588016000,0.0,0.0
2020-09-28 00:00:00-04:00,13.001298481479344,13.01276448838678,12.711915635781422,12.996064186096191,573808000,0.0,0.0
2020-09-29 00:00:00-04:00,12.898855991013688,13.402596798297033,12.894619111633903,13.18624496459961,621460000,0.0,0.0
2020-09-30 00:00:00-04:00,13.118198658993458,13.58180985065697,13.110970482174041,13.490084648132324,689184000,0.0,0.0
2020-10-01 00:00:00-04:00,13.716903229984956,13.721638341237968,13.420540413428482,13.573831558227539,525004000,0.0,0.0
2020-10-02 00:00:00-04:00,13.185496560011263,13.479116270992375,13.012015569976656,13.023232460021973,552496000,0.0,0.0
2020-10-05 00:00:00-04:00,13.1964628579424,13.603493231467061,13.183252087060835,13.6017484664917,479820000,0.0,0.0
2020-10-06 00:00:00-04:00,13.78868783495499,14.099756122403639,13.624180750405333,13.695466995239258,784420000,0.0,0.0
2020-10-07 00:00:00-04:00,13.95793249635113,14.077075706283749,13.822088984441283,13.92228889465332,418084000,0.0,0.0
2020-10-08 00:00:00-04:00,14.032957106105881,14.04242923118371,13.716904563281135,13.797412872314453,378900000,0.0,0.0
2020-10-09 00:00:00-04:00,13.72587937100431,13.782958393073608,13.61994692064096,13.721641540527344,346892000,0.0,0.0
2020-10-12 00:00:00-04:00,13.947710787420736,14.304142943989065,13.870941135541592,14.183504104614258,434744000,0.0,0.0
2020-10-13 00:00:00-04:00,14.253794544783366,14.305639259093581,13.976874207969084,14.2056884765625,344604000,0.0,0.0
2020-10-14 00:00:00-04:00,14.247812691983547,14.299906525301147,13.918300274820167,14.053146362304688,276100000,0.0,0.0
2020-10-15 00:00:00-04:00,13.769496721406764,13.96391394401047,13.726624943608442,13.928271293640137,267224000,0.0,0.0
2020-10-16 00:00:00-04:00,13.994821050040168,14.079318070595855,13.751300345846035,13.770243644714355,242392000,0.0,0.0
2020-10-19 00:00:00-04:00,13.861470887026698,13.941730079394526,13.366703059710574,13.45743179321289,298068000,0.0,0.0
2020-10-20 00:00:00-04:00,13.54292411787451,13.75852856761623,13.466652694794615,13.60473918914795,229212000,0.0,0.0
2020-10-21 00:00:00-04:00,13.584300032055332,13.750302762258416,13.437240599179876,13.484349250793457,219596000,0.0,0.0
2020-10-22 00:00:00-04:00,13.482107309048406,13.571090324619641,13.192225299225626,13.321089744567871,290480000,0.0,0.0
2020-10-23 00:00:00-04:00,13.409822748262625,13.552645304156187,13.251547375438108,13.549654006958008,233484000,0.0,0.0
2020-10-26 00:00:00-04:00,13.386891318673042,13.651847409877611,12.999551621099348,13.101994514465332,336896000,0.0,0.0
2020-10-27 00:00:00-04:00,13.266251812771442,13.401846182255804,13.152093803774466,13.356731414794922,250520000,0.0,0.0
2020-10-28 00:00:00-04:00,13.158575517020296,13.220390587409419,12.571335200800272,12.58928108215332,376520000,0.0,0.0
2020-10-29 00:00:00-04:00,12.800149003053184,13.153340745881657,12.711913346417065,12.985095024108887,320080000,0.0,0.0
2020-10-30 00:00:00-04:00,12.811616158245108,12.897856990701754,12.263258872527214,12.496560096740723,416820000,0.0,0.0
