Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2020-07-20 00:00:00-04:00,93.72447392303613,95.74880452196625,93.37938613595313,95.61028289794922,90318000,0.0,0.0
2020-07-21 00:00:00-04:00,96.40253133583123,96.47786610396867,94.04040293204935,94.29071044921875,103433200,0.0,0.0
2020-07-22 00:00:00-04:00,93.99180867947258,95.23848875074623,93.9043260017763,94.55561065673828,89001600,0.0,0.0
2020-07-23 00:00:00-04:00,94.28827601915101,94.36604333190014,89.44008553110294,90.25176239013672,197004400,0.0,0.0
2020-07-24 00:00:00-04:00,88.44614547198108,90.37327079762859,86.6551018188381,90.02818298339844,185438800,0.0,0.0
2020-07-27 00:00:00-04:00,91.09260583305284,92.25422825579042,90.86903406529393,92.16188049316406,121214000,0.0,0.0
2020-07-28 00:00:00-04:00,91.73172013590795,91.90912539533898,90.64300020406002,90.64786529541016,103625600,0.0,0.0
2020-07-29 00:00:00-04:00,91.13148971151593,92.57015542560022,91.09503859889124,92.38545989990234,90329200,0.0,0.0
2020-07-30 00:00:00-04:00,91.55677066710048,93.60783733719364,91.14850337011598,93.50334167480469,158130000,0.0,0.0
2020-07-31 00:00:00-04:00,100.01132775994397,103.44273037041387,98.0088604443455,103.29206085205078,374336800,0.0,0.0
2020-08-03 00:00:00-04:00,105.17787147768598,108.51935893981127,104.87896498205056,105.894775390625,308151200,0.0,0.0
2020-08-04 00:00:00-04:00,106.08433883614123,107.69554467867292,105.36014463163505,106.60196685791016,173071600,0.0,0.0
2020-08-05 00:00:00-04:00,106.32247740598919,107.30912682898914,105.85588103165973,106.98834228515625,121776800,0.0,0.0
2020-08-06 00:00:00-04:00,107.32129046502143,111.2168571833951,106.73076025201287,110.72109985351562,202428800,0.0,0.0
2020-08-07 00:00:00-04:00,110.24146325441299,110.69916054219713,107.40520965854692,108.20374298095703,198045600,0.205,0.0
2020-08-10 00:00:00-04:00,109.65232461053742,110.7965681078349,107.12038961467015,109.7764892578125,212403600,0.0,0.0
2020-08-11 00:00:00-04:00,109.03881778751953,109.53789844079104,106.25125017767719,106.51174926757812,187902400,0.0,0.0
2020-08-12 00:00:00-04:00,107.60487346037331,110.30966741081477,107.41011206954046,110.05160522460938,165598000,0.0,0.0
2020-08-13 00:00:00-04:00,111.43442627597457,113.00471686377213,110.94507845537643,111.9992446899414,210082000,0.0,0.0
2020-08-14 00:00:00-04:00,111.82395110215055,111.98949901322317,110.08567574687753,111.89942169189453,165565200,0.0,0.0
2020-08-17 00:00:00-04:00,113.0241893774422,113.04853640766869,110.97916514281515,111.6072769165039,119561600,0.0,0.0
2020-08-18 00:00:00-04:00,111.35896133229575,112.96333190026704,111.02299161332778,112.53728485107422,105633600,0.0,0.0
2020-08-19 00:00:00-04:00,112.9462768876478,114.09538682492261,112.58353067113143,112.67847442626953,145538000,0.0,0.0
2020-08-20 00:00:00-04:00,112.71987050380967,115.29319632845385,112.70282683961905,115.17877197265625,126907200,0.0,0.0
2020-08-21 00:00:00-04:00,116.14040455462136,121.5986783126057,116.12823475555052,121.11420440673828,338054800,0.0,0.0
2020-08-24 00:00:00-04:00,125.3284249869882,125.41364330957006,120.69303859679879,122.56277465820312,345937600,0.0,0.0
2020-08-25 00:00:00-04:00,121.43313953220415,121.90300674261194,119.83119859572422,121.55729675292969,211495600,0.0,0.0
2020-08-26 00:00:00-04:00,122.87682491569296,123.66805506312153,121.8080520118478,123.21035766601562,163022400,0.0,0.0
2020-08-27 00:00:00-04:00,123.8141318298438,124.14766458561553,120.5907768320979,121.73745727539062,155552400,0.0,0.0
2020-08-28 00:00:00-04:00,122.71370987305927,123.13245352128918,121.31627804416574,121.5402603149414,187630000,0.0,0.0
2020-08-31 00:00:00-04:00,124.2401853001041,127.5706540266875,122.7015450943712,125.66195678710938,225702700,0.0,4.0
2020-09-01 00:00:00-04:00,129.28456388151181,131.27116847594937,127.11294564543486,130.66738891601562,151948100,0.0,0.0
2020-09-02 00:00:00-04:00,133.98814966847021,134.36793960946636,123.67537946659266,127.96018981933594,200119000,0.0,0.0
2020-09-03 00:00:00-04:00,123.58771183000317,125.46718052250692,117.34551135279557,117.71556091308594,257599600,0.0,0.0
2020-09-04 00:00:00-04:00,116.92677914209935,120.46174947786696,107.98709503336387,117.7934799194336,332607200,0.0,0.0
2020-09-08 00:00:00-04:00,110.96695459843359,115.87501574584562,109.73020458873131,109.86653900146484,231366600,0.0,0.0
